"","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","TAXON.CONCEPT.ID","COMMON.NAME","scientificname","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","EXOTIC.CODE","OBSERVATION.COUNT","BREEDING.CODE","BREEDING.CATEGORY","BEHAVIOR.CODE","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","decimallatitude","decimallongitude","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","ID","NSPECIES","Vireo_gracilirostris","base"
"98","URN:CornellLabOfOrnithology:EBIRD:OBS958533644","2020-07-20 10:53:50",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante dos Golfinhos","L8017350","H",-3.8584299,-32.4466972,"2019-12-25","10:00:00","obsr1142862","S71666034","Traveling","P22","EBIRD",120,3.219,NA,2,1,"",0,1,0,"","","",3682,4,1,"eBird"
"99","URN:CornellLabOfOrnithology:EBIRD:OBS895333322","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante do BoldrÃ³","L7993258","H",-3.8461678,-32.4290434,"2020-04-15","10:53:00","obsr1627359","S67231370","Stationary","P21","EBIRD",39,NA,NA,1,1,"",0,1,0,"","","",3982,8,1,"eBird"
"100","URN:CornellLabOfOrnithology:EBIRD:OBS1074088480","2021-02-14 16:20:47.815717",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Ponta das Caracas","L7998807","H",-3.8751042,-32.4252767,"2021-02-14","09:00:00","obsr1004826","S81464852","Stationary","P21","EBIRD",30,NA,NA,4,1,"",0,1,0,"","","",4399,10,1,"eBird"
"101","URN:CornellLabOfOrnithology:EBIRD:OBS1074090016","2021-02-14 16:30:47.596765",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sancho","L8017347","H",-3.8550319,-32.443397,"2021-02-10","08:40:00","obsr1004826","S81467478","Traveling","P22","EBIRD",60,0.5,NA,2,1,"",0,1,0,"","","",4415,9,1,"eBird"
"102","URN:CornellLabOfOrnithology:EBIRD:OBS1089386279","2021-03-07 07:49:43.021567",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--PIC Golfinho-Sancho","L8023695","H",-3.8556479,-32.4395069,"2021-03-07","08:48:00","obsr351678","S82923372","Traveling","P22","EBIRD",23,0.612,NA,1,1,"",0,1,0,"","","",4459,4,1,"eBird"
"103","URN:CornellLabOfOrnithology:EBIRD:OBS1089668187","2021-03-07 12:58:53.727309",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","5","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante dos Golfinhos","L8017350","H",-3.8584299,-32.4466972,"2021-03-07","10:59:00","obsr351678","S82950178","Stationary","P21","EBIRD",30,NA,NA,1,1,"",0,1,0,"","","",4449,8,1,"eBird"
"104","URN:CornellLabOfOrnithology:EBIRD:OBS1273276455","2021-11-08 09:36:51.459404",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","8","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2021-10-29","07:04:00","obsr640234","S97294752","Traveling","P22","EBIRD",40,1.11,NA,5,1,"G7398899",0,1,0,"","","Singing",4738,9,1,"eBird"
"105","URN:CornellLabOfOrnithology:EBIRD:OBS1267128533","2021-11-08 09:36:51.459404",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","8","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2021-10-29","07:04:00","obsr601274","S96834891","Traveling","P22","EBIRD",40,1.11,NA,5,1,"G7398899",0,1,0,"",". Sol. Praia do Sueste","Singing",4741,9,1,"eBird"
"106","URN:CornellLabOfOrnithology:EBIRD:OBS1281214870","2022-03-03 17:21:11.205237",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","8","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante dos Golfinhos","L8017350","H",-3.8584299,-32.4466972,"2021-10-26","09:20:00","obsr280745","S97867244","Traveling","P22","EBIRD",270,4,NA,1,1,"",1,1,1,"","","",4759,8,1,"eBird"
"107","URN:CornellLabOfOrnithology:EBIRD:OBS1363549738","2022-05-12 13:54:43.06805",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","30","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante dos Golfinhos","L8017350","H",-3.8584299,-32.4466972,"2022-03-11","08:25:00","obsr213018","S104649698","Traveling","P22","EBIRD",247,3.742,NA,7,1,"",1,1,1,"","","Abundant here",5699,10,1,"eBird"
"108","URN:CornellLabOfOrnithology:EBIRD:OBS1430272537","2022-05-15 14:16:57.729642",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2022-05-15","12:20:00","obsr162357","S110225506","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,1,"","","Comum na Ilha",6050,5,1,"eBird"
"109","URN:CornellLabOfOrnithology:EBIRD:OBS1427216426","2022-05-16 23:23:31.589614",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","6","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2022-05-14","06:16:00","obsr162357","S109965193","Stationary","P21","EBIRD",15,NA,NA,1,1,"",0,1,1,"","","Comum na ilha",6016,6,1,"eBird"
"110","URN:CornellLabOfOrnithology:EBIRD:OBS1410768696","2022-05-04 07:54:19.792438",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2022-05-01","10:40:00","obsr162357","S108602873","Stationary","P21","EBIRD",10,NA,NA,1,1,"",0,1,1,"","","Comum na ilha",6048,4,1,"eBird"
"111","URN:CornellLabOfOrnithology:EBIRD:OBS1413545912","2022-06-23 10:47:36.332994",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2022-05-02","09:20:00","obsr162357","S108832964","Traveling","P22","EBIRD",120,3.88,NA,1,1,"",0,1,1,"","","Comum na.ilha",6012,14,1,"eBird"
"112","URN:CornellLabOfOrnithology:EBIRD:OBS863781458","2020-03-14 14:13:11",6976,"species","avibase-8AA3B42E","Magnificent Frigatebird","Fregata magnificens","","","","1","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--BaÃ­a dos Porcos","L8024410","H",-3.8506826,-32.4409688,"2006-03-06","14:55:00","obsr1416956","S64434244","Stationary","P21","EBIRD",240,NA,NA,1,1,"",1,1,0,"","","",365,2,0,"eBird"
"113","URN:CornellLabOfOrnithology:EBIRD:OBS1278696326","2021-11-16 22:48:08.255036",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","10","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sancho","L8017347","H",-3.8550319,-32.443397,"2008-11-21","10:22:00","obsr2563457","S97687579","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",1,1,0,"","","",601,1,0,"eBird"
"114","URN:CornellLabOfOrnithology:EBIRD:OBS1278684254","2021-11-16 22:46:11.168409",6410,"species","avibase-A070171E","Brown Noddy","Anous stolidus","","","","60","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante Dois IrmÃ£os","L8024257","H",-3.8521431,-32.4420785,"2008-11-21","08:25:00","obsr2563457","S97687542","Stationary","P21","EBIRD",20,NA,NA,1,1,"",1,1,0,"","","",602,3,0,"eBird"
"115","URN:CornellLabOfOrnithology:EBIRD:OBS964390066","2020-08-05 07:05:27",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","20","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante dos Golfinhos","L8017350","H",-3.8584299,-32.4466972,"2009-10-06","07:00:00","obsr814057","S72123117","Traveling","P22","EBIRD",360,5,NA,1,1,"",0,1,0,"","","Lista de 2009 Ilha de Fernando de Noronha",655,7,0,"eBird"
"116","URN:CornellLabOfOrnithology:EBIRD:OBS858824788","2020-02-01 15:39:29",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante do BoldrÃ³","L7993258","H",-3.8461678,-32.4290434,"2011-03-14","16:55:00","obsr511116","S64014900","Stationary","P21","EBIRD",11,NA,NA,1,1,"",0,1,0,"","","",780,3,0,"eBird"
"117","URN:CornellLabOfOrnithology:EBIRD:OBS858822339","2020-02-01 15:34:25",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","15","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2011-03-14","14:48:00","obsr511116","S64014652","Stationary","P21","EBIRD",55,NA,NA,1,1,"",0,1,0,"","","",781,4,0,"eBird"
"118","URN:CornellLabOfOrnithology:EBIRD:OBS858811851","2020-02-01 15:13:54",6410,"species","avibase-A070171E","Brown Noddy","Anous stolidus","","","","5","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sancho","L8017347","H",-3.8550319,-32.443397,"2011-03-14","08:35:00","obsr511116","S64013661","Stationary","P21","EBIRD",125,NA,NA,1,1,"",0,1,0,"","","",782,7,0,"eBird"
"119","URN:CornellLabOfOrnithology:EBIRD:OBS506765730","2018-07-05 16:12:49",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","5","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha - Praia do Sancho","L5913384","P",-3.8543637,-32.4423695,"2011-12-26","09:00:00","obsr814626","S37292189","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",1,1,0,"","","",837,1,0,"eBird"
"120","URN:CornellLabOfOrnithology:EBIRD:OBS1000083630","2020-10-21 06:16:54",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","8","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sancho","L8017347","H",-3.8550319,-32.443397,"2013-06-06","08:00:00","obsr553158","S75167921","Incidental","P20","EBIRD",NA,NA,NA,3,0,"",1,1,0,"","","",910,2,0,"eBird"
"121","URN:CornellLabOfOrnithology:EBIRD:OBS1444224610","2022-05-28 12:16:53.220335",5668,"species","avibase-2143A852","American Golden-Plover","Pluvialis dominica","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2014-02-25","17:30:00","obsr623195","S111445481","Traveling","P22","EBIRD",20,1,NA,4,1,"",0,1,0,"","","",947,4,0,"eBird"
"122","URN:CornellLabOfOrnithology:EBIRD:OBS1444871462","2022-05-28 13:03:45.356984",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante Dois IrmÃ£os","L8024257","H",-3.8521431,-32.4420785,"2014-02-26","15:00:00","obsr623195","S111504176","Traveling","P22","EBIRD",90,1,NA,3,1,"",0,1,0,"","","",950,5,0,"eBird"
"123","URN:CornellLabOfOrnithology:EBIRD:OBS1442532965","2022-05-25 19:32:05.582681",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha para o Mirante dos Golfinhos, Praia do Sancho e Mirante Dois IrmÃ£os","L8017336","H",-3.8541464,-32.4423055,"2014-02-25","09:00:00","obsr623195","S111286175","Traveling","P22","EBIRD",210,3,NA,4,1,"",0,1,0,"","","",953,5,0,"eBird"
"124","URN:CornellLabOfOrnithology:EBIRD:OBS1444842126","2022-05-28 12:54:37.511503",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do LeÃ£o","L7997367","H",-3.8699019,-32.4336885,"2014-02-26","12:30:00","obsr623195","S111501490","Traveling","P22","EBIRD",60,1,NA,3,1,"",0,1,0,"","","",954,3,0,"eBird"
"125","URN:CornellLabOfOrnithology:EBIRD:OBS1442550814","2022-05-27 19:19:51.106839",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha Forte SÃ£o Joaquim do Sueste","L8005654","H",-3.8708901,-32.4268731,"2014-02-25","15:00:00","obsr623195","S111288278","Traveling","P22","EBIRD",130,2,NA,4,1,"",0,1,0,"","","",955,5,0,"eBird"
"126","URN:CornellLabOfOrnithology:EBIRD:OBS1445804202","2022-05-29 11:02:39.720941",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2014-02-27","08:30:00","obsr623195","S111598095","Traveling","P22","EBIRD",120,1,NA,2,1,"",0,1,0,"","","",957,3,0,"eBird"
"127","URN:CornellLabOfOrnithology:EBIRD:OBS1442517224","2022-05-25 19:02:18.523742",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2014-02-24","13:56:00","obsr623195","S111284945","Traveling","P22","EBIRD",240,2,NA,3,1,"",0,1,0,"","","",958,3,0,"eBird"
"128","URN:CornellLabOfOrnithology:EBIRD:OBS1441813076","2022-05-24 22:52:24.223184",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Meio","L8031030","H",-3.8397831,-32.4146466,"2014-02-23","17:00:00","obsr623195","S111221340","Traveling","P22","EBIRD",40,0.3,NA,3,1,"",0,1,0,"","","",959,2,0,"eBird"
"129","URN:CornellLabOfOrnithology:EBIRD:OBS1291979857","2021-12-09 07:55:18.707879",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha para o Mirante dos Golfinhos, Praia do Sancho e Mirante Dois IrmÃ£os","L8017336","H",-3.8541464,-32.4423055,"2016-07-03","","obsr911716","S98652290","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,"","","",1364,4,0,"eBird"
"130","URN:CornellLabOfOrnithology:EBIRD:OBS1291993091","2021-12-09 07:52:46.000777",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sancho","L8017347","H",-3.8550319,-32.443397,"2016-07-03","","obsr911716","S98652238","Historical","P62","EBIRD",NA,NA,NA,2,1,"",1,1,0,"","","",1369,6,0,"eBird"
"131","URN:CornellLabOfOrnithology:EBIRD:OBS789846204","2019-07-29 23:34:44",7005,"species","avibase-0A4609D1","Red-footed Booby","Sula sula","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sancho","L8017347","H",-3.8550319,-32.443397,"2017-02-04","09:00:00","obsr1154184","S58559551","Traveling","P22","EBIRD_BRA",120,3,NA,2,1,"",1,1,0,"","","",1631,1,0,"eBird"
"132","URN:CornellLabOfOrnithology:EBIRD:OBS540737462","2018-07-05 16:13:19",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","17","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Ponta Da Sapata (-3.875, -32.475)","L6343426","P",-3.8749195,-32.475375,"2017-10-12","18:51:00","obsr537362","S39865453","Stationary","P21","EBIRD_BRA",20,NA,NA,3,1,"",0,1,0,"","Passeio de catamarÃ£, da empresa TrovÃ£o dos Mares, com meus pais","",1811,6,0,"eBird"
"133","URN:CornellLabOfOrnithology:EBIRD:OBS539880158","2018-07-05 16:13:19",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","4","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"SantuÃ¡rio do Rabo de palha - (-3.874, -32.424)","L6336570","P",-3.8739094,-32.4235336,"2017-10-09","12:25:00","obsr537362","S39798945","Stationary","P21","EBIRD_BRA",44,NA,NA,4,1,"",0,1,0,"","Com meus pais e o guia JoÃ£o Paulo","",1813,5,0,"eBird"
"134","URN:CornellLabOfOrnithology:EBIRD:OBS871171523","2020-02-27 14:07:58",6976,"species","avibase-8AA3B42E","Magnificent Frigatebird","Fregata magnificens","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praia Do Sueste","L10615400","P",-3.8656,-32.4242,"2018-03-24","","obsr674492","S65183115","Historical","P62","EBIRD",NA,NA,NA,NA,0,"",1,1,0,"","","IBC scientific name: Fregata magnificens rothschildi.",1995,1,0,"eBird"
"135","URN:CornellLabOfOrnithology:EBIRD:OBS871171520","2020-02-27 14:07:58",16038,"species","avibase-0A39BE20","Noronha Elaenia","Elaenia ridleyana","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Lookout Sancho Beach (-3.8529, -32.4421)","L10601381","P",-3.8529,-32.4421,"2018-03-24","","obsr674492","S65183113","Historical","P62","EBIRD",NA,NA,NA,NA,0,"",1,1,0,"","","",1996,1,0,"eBird"
"136","URN:CornellLabOfOrnithology:EBIRD:OBS871171518","2020-06-06 11:03:00",6441,"issf","avibase-38B88F11","White Tern","Gygis alba","White Tern (Atlantic)","Gygis alba alba","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Lookout Sancho Beach (-3.8543, -32.4424)","L10601380","P",-3.8543,-32.4424,"2018-03-24","","obsr674492","S65183112","Historical","P62","EBIRD",NA,NA,NA,NA,0,"",1,1,1,"","","",1997,2,0,"eBird"
"137","URN:CornellLabOfOrnithology:EBIRD:OBS666460611","2019-01-28 14:57:05",6906,"species","avibase-06C36D41","Audubon's Shearwater","Puffinus lherminieri","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do LeÃ£o","L7997367","H",-3.8699019,-32.4336885,"2018-10-13","22:02:00","obsr501068","S49174678","Incidental","P20","EBIRD_BRA",NA,NA,NA,1,0,"",0,1,1,"","Registro auditivo. ","",2322,1,0,"eBird"
"138","URN:CornellLabOfOrnithology:EBIRD:OBS665104362","2018-10-24 00:08:17",5664,"species","avibase-27903EF7","Black-bellied Plover","Pluvialis squatarola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Ponta das Caracas","L7998807","H",-3.8751042,-32.4252767,"2018-10-09","07:03:00","obsr501068","S49072940","Stationary","P21","EBIRD_BRA",47,NA,NA,1,1,"",0,1,0,"","","",2332,12,0,"eBird"
"139","URN:CornellLabOfOrnithology:EBIRD:OBS664172036","2018-10-23 23:54:38",5664,"species","avibase-27903EF7","Black-bellied Plover","Pluvialis squatarola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante do BoldrÃ³","L7993258","H",-3.8461678,-32.4290434,"2018-10-07","05:53:00","obsr501068","S49007873","Stationary","P21","EBIRD_BRA",10,NA,NA,1,1,"",0,1,0,"","2 mocÃ³s","",2338,9,0,"eBird"
"140","URN:CornellLabOfOrnithology:EBIRD:OBS664660990","2018-10-24 00:01:10",5664,"species","avibase-27903EF7","Black-bellied Plover","Pluvialis squatarola","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Ponta das Caracas","L7998807","H",-3.8751042,-32.4252767,"2018-10-08","07:06:00","obsr501068","S49039499","Stationary","P21","EBIRD_BRA",39,NA,NA,1,1,"",0,1,0,"","","",2340,13,0,"eBird"
"141","URN:CornellLabOfOrnithology:EBIRD:OBS663995351","2018-10-23 23:48:45",5664,"species","avibase-27903EF7","Black-bellied Plover","Pluvialis squatarola","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Ponta das Caracas","L7998807","H",-3.8751042,-32.4252767,"2018-10-06","14:20:00","obsr501068","S48997261","Stationary","P21","EBIRD_BRA",38,NA,NA,1,1,"",0,1,0,"","","",2341,11,0,"eBird"
"142","URN:CornellLabOfOrnithology:EBIRD:OBS667250042","2018-10-24 19:54:57",5664,"species","avibase-27903EF7","Black-bellied Plover","Pluvialis squatarola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Ponta das Caracas","L7998807","H",-3.8751042,-32.4252767,"2018-10-16","06:40:00","obsr501068","S49227745","Stationary","P21","EBIRD_BRA",73,NA,NA,3,1,"",0,1,0,"","","",2343,13,0,"eBird"
"143","URN:CornellLabOfOrnithology:EBIRD:OBS666362454","2018-10-23 23:14:57",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","1","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do LeÃ£o","L7997367","H",-3.8699019,-32.4336885,"2018-10-13","15:31:00","obsr501068","S49168274","Traveling","P22","EBIRD_BRA",60,0.71,NA,1,1,"",0,1,0,"","","",2352,5,0,"eBird"
"144","URN:CornellLabOfOrnithology:EBIRD:OBS667781323","2021-03-25 04:52:06.254761",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","6","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante do BoldrÃ³","L7993258","H",-3.8461678,-32.4290434,"2018-10-18","06:07:00","obsr501068","S49266538","Stationary","P21","EBIRD_BRA",10,NA,NA,1,1,"",0,1,0,"","Dois Kerodon rupestris","",2353,8,0,"eBird"
"145","URN:CornellLabOfOrnithology:EBIRD:OBS665749653","2018-10-24 19:54:57",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","4","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Ponta das Caracas","L7998807","H",-3.8751042,-32.4252767,"2018-10-11","07:05:00","obsr501068","S49123773","Stationary","P21","EBIRD_BRA",36,NA,NA,1,1,"",0,1,0,"","","",2362,11,0,"eBird"
"146","URN:CornellLabOfOrnithology:EBIRD:OBS666015919","2018-10-23 23:16:37",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","3","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--BaÃ­a dos Porcos","L8024410","H",-3.8506826,-32.4409688,"2018-10-12","12:56:00","obsr501068","S49143613","Stationary","P21","EBIRD_BRA",5,NA,NA,1,1,"",0,1,0,"","","",2363,2,0,"eBird"
"147","URN:CornellLabOfOrnithology:EBIRD:OBS667253062","2018-10-24 00:29:46",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","5","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"SantuÃ¡rio dos rabos-de-junco","L8013519","P",-3.873757,-32.4234677,"2018-10-16","08:02:00","obsr501068","S49228031","Stationary","P21","EBIRD_BRA",40,NA,NA,3,1,"",0,1,0,"","","",2381,9,0,"eBird"
"148","URN:CornellLabOfOrnithology:EBIRD:OBS666669468","2018-10-23 23:14:53",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Meio","L8031030","H",-3.8397831,-32.4146466,"2018-10-14","13:44:00","obsr501068","S49187850","Traveling","P22","EBIRD_BRA",16,0.32,NA,1,1,"",0,1,0,"","","",2385,2,0,"eBird"
